id_veiculo	id_acidente	tipo_veiculo	placa	sexo_condutor	idade_condutor	categoria_habilitacao	usa_cinto_seguranca	estado_alcoolizacao	escolaridade
1	D091600860	MO	FCW2482	M	18	SI	X	BR	3
1	D091600861	SI	       	X	SI	SI	X	BR	8
1	D091600862	MO	DUX2473	M	25	SI	X	BR	5
2	D091600862	AU	FEZ8315	M	54	SI	X	BR	3
1	D091600863	AU	DZC3843	M	74	SI	X	BR	3
2	D091600863	AU	CFU9091	F	64	SI	X	BR	8
1	D091600864	VA	       	M	34	SI	X	BR	5
1	D091600865	MO	FLY3539	M	37	SI	X	BR	8
2	D091600865	AU	CZJ8746	M	42	SI	X	BR	5
1	D091600866	MO	ECL5672	M	39	SI	X	BR	5
2	D091600866	AU	MXF5005	M	28	SI	X	BR	5
1	D091600867	ON	FWR2927	M	49	HA	X	BR	5
1	D091600868	ON	       	X	SI	SI	X	BR	8
1	D091600869	MO	FHO4526	M	52	SI	X	BR	3
2	D091600869	AU	FXR8617	F	SI	SI	X	BR	8
1	D091600870	MO	EXH4339	M	18	SI	X	BR	3
2	D091600870	AU	AZT5260	M	39	SI	X	BR	7
1	D091600871	MO	FAO0991	F	37	SI	X	BR	8
2	D091600871	AU	JET3865	M	57	SI	X	BR	5
1	D091600872	SI	EEL4278	X	SI	SI	X	BR	8
1	D091600873	MO	DZN4713	M	33	SI	X	BR	5
2	D091600873	AU	       	F	SI	SI	X	BR	8
1	D091600874	ON	EZL3181	M	38	SI	X	BR	8
2	D091600874	ON	FXO6978	M	56	SI	X	BR	5
1	D091600875	MO	BVW3739	M	56	SI	X	BR	7
2	D091600875	AU	FLZ3063	M	59	SI	X	BR	8
1	D091600876	MO	FRU3547	M	39	HA	X	AA	5
2	D091600876	AU	DLG7713	M	37	HA	X	BR	8
1	D091600877	MO	EQR0542	M	29	SI	X	BR	5
2	D091600877	AU	EMT9036	M	69	SI	X	BR	8
1	D091600878	MO	FKL5201	M	28	SI	X	BR	7
2	D091600878	AU	FNA1891	M	SI	SI	X	BR	8
1	D091600879	AU	CRM9952	M	22	SI	X	BR	5
2	D091600879	SI	       	X	SI	SI	X	BR	8
3	D091600879	SI	       	X	SI	SI	X	BR	8
1	D091600880	AU	GGC2974	M	38	SI	X	BR	5
2	D091600880	AU	DFO9514	M	37	SI	X	BR	3
1	D091600881	MO	FAY7849	M	34	SI	X	BR	2
2	D091600881	AU	ALQ4362	M	SI	SI	X	BR	8
1	D091600882	AU	       	F	SI	SI	X	BR	8
1	D091600883	AU	EVD5901	M	19	IN	X	BR	3
2	D091600883	AU	DVB2776	X	34	SI	X	BR	4
1	D091600884	MO	KJO5497	M	21	SI	X	BR	3
2	D091600884	AU	FWS0878	M	40	SI	X	BR	5
1	D091600885	MO	DUZ4562	M	32	SI	X	BR	3
2	D091600885	AU	AUN0359	F	37	SI	X	BR	7
1	D091600886	MO	FAP2072	M	27	SI	X	BR	5
2	D091600886	AU	DAD9528	M	54	SI	X	BR	5
1	D091600887	MO	DWY7628	M	31	SI	X	BR	5
1	D091600888	MO	FKB9645	M	30	SI	X	BR	3
1	D091600889	MO	BSP0767	M	21	SI	X	BR	3
2	D091600889	AU	EBN8591	M	58	SI	X	BR	3
1	D091600890	AU	CIS8131	M	57	SI	X	BR	3
2	D091600890	CM	FRO0852	M	32	SI	X	BR	3
1	D091600891	MO	GDO7728	M	31	SI	X	BR	6
2	D091600891	AU	DNO0189	F	SI	SI	X	BR	8
1	D091600892	AU	FAV1404	X	SI	SI	X	BR	8
2	D091600892	AU	DUC9725	F	38	SI	X	BR	7
1	D091600893	MO	EKF1319	M	18	NE	X	BR	5
2	D091600893	AU	BNN0486	M	41	SI	X	BR	5
1	D091600894	MO	FAF3849	M	22	HA	X	BR	3
2	D091600894	AU	EZD1959	M	30	HA	X	BR	7
1	D091600895	CM	GCL1648	M	36	SI	X	BR	3
2	D091600895	MO	       	M	SI	SI	X	BR	8
1	D091600896	AU	FFN9047	M	SI	SI	X	BR	8
1	D091600897	AU	       	M	SI	SI	X	BR	8
2	D091600897	BI	       	M	23	NE	X	BR	8
1	D091600898	MO	DYY9980	M	24	SI	X	BR	5
2	D091600898	AU	EPP3348	X	SI	SI	X	BR	8
1	D091600899	AU	FSE1914	F	59	SI	X	BR	8
2	D091600899	AU	KIH9365	F	43	HA	X	BR	8
1	D091600900	AU	CKZ9352	M	42	SI	X	BR	3
1	D091600901	AU	ENS3169	M	67	SI	X	BR	8
1	D091600902	MO	FST0916	M	30	SI	X	BR	7
1	D091600903	AU	COS8171	F	20	SI	X	BR	5
1	D091600904	AU	DXE8479	X	SI	SI	X	BR	8
2	D091600904	AU	DCD1176	X	SI	SI	X	BR	8
1	D091600905	ON	       	X	SI	SI	X	BR	8
1	D091600906	ON	FLT1314	M	37	SI	X	BR	8
1	D091600907	AU	DQV3901	M	33	SI	X	BR	7
2	D091600907	AU	EQN6577	M	19	SI	X	BR	3
3	D091600907	AU	CVA0884	M	20	SI	X	BR	3
1	D091600908	MO	       	M	SI	SI	X	BR	8
1	D091600909	MO	DRX0943	M	30	SI	X	BR	4
1	D091600910	MO	DPI7769	M	29	SI	X	BR	2
2	D091600910	OT	       	X	SI	SI	X	BR	8
1	D091600911	MO	GAP2498	M	40	SI	X	BR	8
2	D091600911	SI	       	X	SI	SI	X	BR	8
1	D091600912	MO	BYZ2983	M	53	SI	X	BR	7
2	D091600912	AU	PAZ1400	F	32	SI	X	BR	7
1	D091600913	MO	GHO2228	M	41	IN	X	BR	7
2	D091600913	AU	FHJ6426	F	41	SI	X	BR	5
1	D091600914	CM	FKT7056	M	36	SI	X	BR	6
1	D091600915	MO	EQD9335	M	25	SI	X	BR	8
2	D091600915	CM	FHU8425	M	28	SI	X	BR	5
1	D091600916	ON	DTE1481	M	57	SI	X	BR	3
1	D091600917	MO	EXF1059	M	31	SI	X	BR	5
1	D091600918	ON	FUU7513	M	54	SI	X	BR	8
1	D091600919	MO	FXV0280	M	33	SI	X	BR	8
2	D091600919	AU	       	X	SI	SI	X	BR	8
1	D091600920	AU	DSF9118	M	37	SI	X	BR	7
1	D091600921	MO	FAY6865	M	38	SI	X	BR	5
1	D091600922	MO	EXH5640	M	31	SI	X	BR	7
1	D091600923	AU	JNL2631	M	34	SI	X	BR	3
1	D091600924	MO	FIF9015	M	19	SI	X	BR	8
2	D091600924	OU	FYC6916	M	74	SI	X	BR	3
1	D091600925	MO	DZR2239	M	25	SI	X	BR	4
2	D091600925	AU	BNQ5072	M	47	SI	X	BR	7
1	D091600926	AU	DQS3219	M	22	SI	X	BR	5
1	D091600927	AU	FLV5139	F	68	SI	X	BR	3
1	D091600928	AU	FTA7387	F	27	SI	X	BR	5
1	D091600929	AU	AUG2543	F	47	SI	X	BR	3
1	D091600930	MO	EJR3495	M	17	IN	X	BR	3
2	D091600930	AU	EGT8606	M	39	SI	X	BR	7
1	D091600931	MO	FXK4292	M	31	SI	X	BR	7
2	D091600931	AU	KMQ2803	M	45	SI	X	BR	3
1	D091600932	AU	EUK8670	M	60	SI	X	BR	2
2	D091600932	AU	CTA9255	M	28	SI	X	BR	3
1	D091600933	AU	CVK2729	X	SI	SI	X	BR	8
1	D091600934	SI	       	X	SI	SI	X	BR	8
1	D091600935	AU	ERI7681	M	62	SI	X	BR	7
2	D091600935	MO	       	M	20	SI	X	BR	3
1	D091600936	MO	DGS0437	M	19	SI	X	BR	5
2	D091600936	AU	FDJ2954	F	50	SI	X	BR	3
1	D091600937	MO	GNL9546	M	SI	SI	X	BR	8
2	D091600937	CM	FGY4853	M	64	SI	X	BR	7
1	D091600938	CM	EUL9111	F	60	SI	X	BR	5
2	D091600938	MO	       	M	58	SI	X	BR	8
1	D091600939	AU	EBA0406	M	52	SI	X	BR	3
1	D091600940	MO	DYV5527	M	34	SI	X	BR	5
2	D091600940	AU	EZT6879	F	41	SI	X	BR	5
1	D091600941	MO	EXB2961	M	49	SI	X	BR	5
2	D091600941	AU	       	X	SI	SI	X	BR	8
1	D091600942	AU	EJK2175	M	22	SI	X	BR	3
1	D091600943	MO	EMO7310	M	35	SI	X	BR	3
2	D091600943	AU	CFL5865	F	50	SI	X	BR	5
1	D091600944	AU	FWP0093	M	33	SI	X	BR	7
1	D091600945	MO	FSF9519	M	44	SI	X	BR	3
2	D091600945	AU	FLJ9782	F	44	SI	X	BR	7
1	D091600946	AU	FAB6263	F	35	SI	X	BR	7
1	D091600947	MO	FXS0349	M	30	SI	X	BR	3
2	D091600947	AU	FYZ1641	M	34	SI	X	BR	7
1	D091600948	AU	GAV8218	M	36	SI	X	BR	8
2	D091600948	CM	ENK1232	M	29	SI	X	BR	5
1	D091600949	MO	FFY6994	M	36	SI	X	BR	5
2	D091600949	AU	GAX2787	F	44	SI	X	BR	7
1	D091600950	AU	FUL0020	M	16	IN	X	BR	3
1	D091600951	AU	DSK0318	M	36	SI	X	BR	7
1	D091600952	MO	EXK8712	M	18	IN	X	BR	3
2	D091600952	AU	DUO9535	M	39	SI	X	BR	8
1	D091600953	MO	FRZ8629	M	24	SI	X	BR	3
2	D091600953	AU	EZA5993	M	31	SI	X	BR	5
1	D091600954	AU	EMV1041	F	49	SI	X	BR	7
2	D091600954	AU	EEG0113	F	53	SI	X	BR	7
1	D091600955	MO	GDY9390	M	30	SI	X	BR	5
2	D091600955	AU	FOB4337	F	65	SI	X	BR	7
1	D091600956	CM	EIS0221	M	21	SI	X	BR	3
1	D091600957	MO	FXD5430	M	32	SI	X	BR	5
1	D091600958	ON	EZL5725	M	SI	SI	X	BR	8
1	D091600959	MO	DUX0164	M	23	SI	X	BR	3
2	D091600959	AU	FVD8318	M	39	SI	X	BR	7
1	D091600960	MO	DVV0398	M	SI	SI	X	BR	8
2	D091600960	ON	FFW2265	M	30	SI	X	BR	3
3	D091600960	AU	DRK5728	M	SI	SI	X	BR	5
1	D091600961	MO	DOK1575	M	24	SI	X	BR	3
2	D091600961	AU	DDC9188	M	47	SI	X	BR	5
1	D091600962	MO	       	M	17	IN	X	BR	3
1	D091600963	MO	BPS0662	M	24	SI	X	BR	4
1	D091600964	AU	FWJ2333	M	57	SI	X	BR	2
1	D091600965	MO	DYN2785	M	16	IN	X	BR	5
2	D091600965	AU	DKX5744	M	23	SI	X	BR	5
1	D091600966	MO	EJP8388	M	28	SI	X	BR	5
2	D091600966	AU	ECN7755	M	74	SI	X	BR	8
1	D091600967	MO	EHM7468	M	32	SI	X	BR	5
2	D091600967	AU	DMW2431	F	37	SI	X	BR	7
1	D091600968	ON	EGK5472	M	SI	SI	X	BR	8
1	D091600969	AU	EBA6796	M	21	SI	X	BR	3
2	D091600969	AU	FLN1497	M	34	SI	X	BR	5
1	D091600970	MO	EHM1346	F	27	IN	X	BR	3
1	D091600971	ON	       	M	SI	SI	X	BR	8
1	D091600972	AU	EEM7989	X	SI	SI	X	BR	8
1	D091600973	MO	DOA2302	M	31	SI	X	BR	5
2	D091600973	AU	EXT8274	M	44	SI	X	BR	7
1	D091600974	AU	CDF7529	M	26	SI	X	BR	8
2	D091600974	MO	       	M	47	SI	X	BR	3
3	D091600974	AU	ENL9456	M	SI	SI	X	BR	8
1	D091600975	AU	DED2506	M	16	IN	X	BR	2
1	D091600976	MO	DVV9288	M	23	SI	X	BR	5
2	D091600976	AU	EAF1793	F	SI	SI	X	BR	8
1	D091600977	MO	FDQ1378	F	24	SI	X	BR	3
2	D091600977	SI	       	X	SI	SI	X	BR	8
1	D091600978	AU	FLT1703	M	21	SI	X	BR	6
1	D091600979	MO	DUZ9872	M	41	SI	X	BR	5
1	D091600980	ON	FAW6069	M	48	SI	X	BR	3
1	D091600981	MO	DAC2728	M	23	SI	X	BR	7
2	D091600981	ON	FTV6135	M	27	SI	X	BR	6
1	D091600982	MO	EXK0511	M	15	IN	X	BR	3
1	D091600983	ON	DTB2379	M	45	HA	X	BR	8
1	D091600984	MO	EWY5938	M	28	SI	X	BR	3
1	D091600985	MO	EQS4809	M	SI	SI	X	BR	8
2	D091600985	AU	FUP0453	F	27	SI	X	BR	7
1	D091600986	CM	EUP7906	M	64	SI	X	BR	7
1	D091600987	AU	FAD9180	M	28	SI	X	BR	5
2	D091600987	BI	       	M	21	NE	X	BR	3
1	D091600988	AU	AXN0560	F	19	SI	X	BR	3
1	D091600989	AU	EMS0414	M	40	SI	X	BR	5
2	D091600989	BI	       	M	44	NE	X	BR	3
1	D091600990	MO	EXB5965	M	28	SI	X	BR	5
2	D091600990	AU	DAY0534	M	47	SI	X	BR	7
1	D091600991	MO	ESY7801	M	24	SI	X	BR	3
1	D091600992	AU	fev-66	F	48	SI	X	BR	7
2	D091600992	AU	FLX0706	M	61	SI	X	BR	3
1	D091600993	AU	FTL4627	M	23	SI	X	BR	3
1	D091600994	MO	FAV9902	M	32	SI	X	BR	3
2	D091600994	AU	       	X	SI	SI	X	BR	8
1	D091600995	AU	EQO4763	M	61	SI	X	BR	7
2	D091600995	CM	CHS3962	M	37	SI	X	BR	3
1	D091600996	AU	DKT6835	M	54	SI	X	BR	7
1	D091600997	MO	EHZ0770	M	46	SI	X	BR	7
2	D091600997	AU	DUO3291	M	SI	SI	X	BR	8
1	D091600998	MO	CBX0376	M	17	IN	X	BR	5
2	D091600998	AU	EEG2170	M	60	SI	X	BR	3
1	D091600999	AU	FWG1445	F	31	SI	X	BR	5
1	D091601000	MO	ANZ6404	M	SI	SI	X	BR	8
2	D091601000	AU	FZH6748	M	20	SI	X	BR	6
1	D091601001	MO	DZR4865	M	23	SI	X	BR	5
2	D091601001	AU	DQJ3818	X	SI	SI	X	BR	7
3	D091601001	ON	FKR6756	M	55	SI	X	BR	8
1	D091601002	MO	EJO9166	M	20	SI	X	BR	5
2	D091601002	AU	GAX7774	F	39	SI	X	BR	7
1	D091601003	AU	CTC1945	M	59	SI	X	BR	3
2	D091601003	BI	       	M	23	NE	X	BR	2
1	D091601004	CM	FRI0233	M	31	SI	X	BR	3
1	D091601005	MO	FAY0173	M	42	SI	X	BR	4
2	D091601005	AU	AZX9158	M	28	SI	X	BR	3
3	D091601005	CA	FZQ7362	M	50	SI	X	BR	5
1	D091601006	MO	DUZ9353	M	34	SI	X	BR	5
2	D091601006	CA	BMA5067	M	50	SI	X	BR	3
1	D091601007	AU	FBZ9043	M	SI	SI	X	BR	8
1	D091601008	ON	EMU7870	M	53	HA	X	BR	3
2	D091601008	ON	DTB4834	M	35	HA	X	BR	5
1	D091601009	MO	EJO9591	M	45	SI	X	BR	8
2	D091601009	MO	DXJ3006	M	43	SI	X	BR	8
1	D091601010	MO	EFE7334	M	45	SI	X	BR	5
2	D091601010	SI	       	M	SI	SI	X	BR	8
1	D091601011	AU	FNS6400	M	14	IN	X	BR	2
2	D091601011	MO	EJN3761	M	31	SI	X	BR	5
3	D091601011	MO	DZL4778	M	46	SI	X	BR	7
1	D091601012	CM	ELW8307	M	64	SI	X	BR	2
1	D091601013	AU	FRF5883	F	37	SI	X	BR	7
2	D091601013	AU	       	X	SI	SI	X	BR	8
1	D091601014	AU	EYR1628	M	26	SI	X	BR	8
1	D091601015	ON	       	X	SI	SI	X	BR	8
1	D091601016	MO	FZG7040	M	35	SI	X	BR	5
1	D091601017	MO	       	X	SI	SI	X	BR	8
1	D091601018	SI	       	X	SI	SI	X	BR	8
1	D091601019	AU	ETY5700	M	47	SI	X	BR	3
2	D091601019	AU	       	M	27	SI	X	BR	5
1	D091601020	MO	DUV1012	M	SI	SI	X	BR	8
2	D091601020	AU	FBX4577	M	59	SI	X	BR	5
1	D091601021	CM	FYA1122	M	28	SI	X	BR	5
2	D091601021	MO	       	M	SI	SI	X	BR	8
1	D091601022	ON	FSF0673	M	32	SI	X	BR	6
2	D091601022	BI	       	M	24	NE	X	BR	3
1	D091601023	MO	EFJ0329	M	19	SI	X	BR	3
2	D091601023	AU	AXC8588	M	29	SI	X	BR	5
1	D091601024	MO	DZM7900	M	32	SI	X	BR	3
2	D091601024	CM	FTE5086	F	45	SI	X	BR	7
1	D091601025	AU	       	X	SI	SI	X	BR	8
1	D091601026	AU	DEL6910	M	31	SI	X	BR	5
1	D091601027	SI	       	X	SI	SI	X	BR	8
1	D091601028	AU	FEY8455	M	49	SI	X	BR	7
2	D091601028	AU	CZO4222	M	20	SI	X	BR	3
3	D091601028	ON	DTA9748	M	62	SI	X	BR	3
1	D091601029	MO	FUH5740	F	49	SI	X	BR	5
2	D091601029	AU	DXU5566	M	59	SI	X	BR	3
1	D091601030	AU	ELH0605	M	25	SI	X	AA	3
1	D091601031	AU	ETE3462	M	39	SI	X	BR	7
1	D091601032	MO	DLD6371	M	20	SI	X	BR	3
1	D091601033	MO	EWH8553	M	30	SI	X	BR	7
1	D091601034	MO	GAR6670	M	35	SI	X	BR	7
1	D091601035	AU	EVK8666	M	20	SI	X	BR	5
2	D091601035	AU	BNG1337	M	40	IN	X	BR	3
1	D091601036	AU	FGE3164	F	SI	SI	X	BR	8
1	D091601037	MO	BYV6978	M	31	SI	X	BR	3
2	D091601037	ON	FAD1328	M	48	SI	X	BR	3
1	D091601038	AU	OME6076	M	36	SI	X	BR	3
2	D091601038	AU	AMD5314	M	25	SI	X	BR	5
1	D091601039	AU	CZM9964	M	23	SI	X	BR	3
1	D091601040	AU	FHP2234	F	SI	SI	X	BR	8
2	D091601040	AU	FUU9008	F	37	SI	X	BR	7
3	D091601040	MO	EJQ2752	M	36	SI	X	BR	5
1	D091601041	AU	FMP6392	M	SI	SI	X	BR	8
1	D091601042	AU	EIP8416	M	25	SI	X	BR	5
2	D091601042	MO	       	M	27	SI	X	BR	4
1	D091601043	MO	FDS1327	M	39	SI	X	BR	8
2	D091601043	SI	       	X	SI	SI	X	BR	8
1	D091601044	AU	CRN6570	M	28	SI	X	BR	3
2	D091601044	MO	GEO2830	M	40	SI	X	BR	5
1	D091601045	MO	FID6292	M	22	SI	X	BR	5
2	D091601045	AU	EZM5976	F	39	SI	X	BR	5
1	D091601046	MO	       	M	25	SI	X	BR	5
2	D091601046	AU	       	F	27	SI	X	BR	5
1	D091601047	MO	EMZ7153	M	34	SI	X	BR	5
2	D091601047	AU	FXO1795	M	36	SI	X	BR	7
1	D091601048	AU	HKE3931	M	45	SI	X	BR	3
2	D091601048	AU	PUW1127	M	42	SI	X	BR	5
1	D091601049	MO	DZL1156	M	SI	SI	X	BR	8
2	D091601049	AU	EPW6596	M	46	SI	X	BR	8
1	D091601050	SI	       	X	SI	SI	X	BR	8
1	D091601051	AU	KQR8355	M	39	SI	X	BR	6
1	D091601052	MO	DOI4634	M	38	SI	X	BR	5
2	D091601052	AU	CEK0494	M	SI	SI	X	BR	8
1	D091601053	MO	EJP2650	M	23	SI	X	BR	5
2	D091601053	AU	FEZ9538	M	26	SI	X	BR	5
1	D091601054	CM	GJY5750	M	43	SI	X	BR	3
1	D091601055	ON	FUU7148	M	SI	SI	X	BR	8
1	D091601056	MO	FOH2632	F	41	SI	X	BR	8
2	D091601056	AU	EEV9434	F	38	SI	X	BR	8
1	D091601057	ON	EMU5628	X	SI	SI	X	BR	8
1	D091601058	AU	FKI3646	M	33	SI	X	BR	3
1	D091601059	CM	FAC4853	F	71	SI	X	BR	8
1	D091601060	MO	FGW5475	M	33	SI	X	BR	3
2	D091601060	AU	EEN3740	M	21	SI	X	BR	5
1	D091601061	MO	FXL7780	M	28	SI	X	BR	5
2	D091601061	AU	EUY9893	M	54	SI	X	BR	5
1	D091601062	MO	EXD5908	X	SI	SI	X	BR	8
2	D091601062	MO	DJU3414	X	SI	SI	X	BR	8
3	D091601062	AU	EUK7779	M	32	SI	X	BR	5
1	D091601063	MO	DZN9698	M	44	SI	X	BR	7
1	D091601064	MO	DGM1053	M	20	SI	X	BR	5
1	D091601065	MO	FQP3200	M	33	SI	X	BR	8
2	D091601065	AU	ALF3204	M	24	SI	X	BR	5
1	D091601066	MO	EQE6786	M	15	IN	X	BR	3
1	D091601067	AU	EPZ2293	M	41	SI	X	BR	7
1	D091601068	AU	PUY1003	M	32	SI	X	BR	5
1	D091601069	AU	EFA4772	M	29	SI	X	BR	5
2	D091601069	CM	FAA8567	M	23	SI	X	BR	5
1	D091601070	AU	DWP1042	M	26	SI	X	BR	3
2	D091601070	AU	CKJ6690	M	SI	SI	X	BR	8
1	D091601071	MO	ING5081	M	40	SI	X	BR	5
2	D091601071	MO	EXL2518	M	40	SI	X	BR	5
1	D091601072	AU	DFL8066	M	44	SI	X	BR	5
2	D091601072	AU	EEN4714	M	46	SI	X	BR	5
1	D091601073	MO	DSV7468	M	29	SI	X	BR	7
1	D091601074	MO	EWH5312	M	23	SI	X	BR	5
1	D091601075	MO	BYZ0794	M	21	HA	X	BR	7
2	D091601075	SI	HFZ1727	X	SI	SI	X	BR	8
3	D091601075	AU	FRI7763	M	37	SI	X	BR	8
4	D091601075	MO	DYL0995	M	31	SI	X	BR	8
1	D091601076	AU	FOD7130	M	SI	SI	X	BR	8
1	D091601077	AU	FRY9323	F	SI	SI	X	BR	8
2	D091601077	AU	CKK3718	M	48	SI	X	BR	3
1	D091601078	MO	EFJ2820	M	26	IN	X	BR	5
2	D091601078	AU	INO7360	F	23	SI	X	BR	7
1	D091601079	MO	FUA2646	M	51	SI	X	BR	6
1	D091601080	MO	       	F	45	SI	X	BR	5
2	D091601080	ON	EFW3501	X	SI	SI	X	BR	8
1	D091601081	MO	FAB9453	M	25	SI	X	BR	6
1	D091601082	MO	EXA3215	M	19	SI	X	BR	8
2	D091601082	AU	DML5943	F	SI	SI	X	BR	7
1	D091601083	MO	FSH7136	M	32	SI	X	BR	7
1	D091601084	AU	BXS5288	F	SI	SI	X	BR	8
1	D091601085	ON	DTC5119	M	61	SI	X	BR	3
1	D091601086	MO	BFR2707	M	23	IN	X	BR	5
2	D091601086	AU	       	X	SI	SI	X	BR	8
1	D091601087	AU	EZI5194	M	63	SI	X	BR	3
1	D091601088	AU	PPB5749	M	21	SI	X	BR	3
2	D091601088	CM	CPR6520	M	55	SI	X	BR	5
1	D091601089	MO	DLZ3705	F	39	SI	X	BR	6
2	D091601089	AU	EPZ8610	M	SI	SI	X	BR	8
1	D091601090	ON	       	X	SI	SI	X	BR	8
1	D091601091	MO	EXH2492	X	SI	SI	X	BR	8
2	D091601091	MO	DOB7008	X	SI	SI	X	BR	8
1	D091601092	AU	CTB0053	M	44	SI	X	BR	2
1	D091601093	MO	DRZ6446	M	30	SI	X	BR	3
1	D091601094	MO	FKH9720	M	39	SI	X	BR	7
2	D091601094	AU	EKL8285	M	56	SI	X	BR	7
1	D091601095	MO	DLH9889	M	39	SI	X	BR	5
2	D091601095	AU	OOW7178	M	33	SI	X	BR	5
1	D091601096	AU	CRD7411	M	27	SI	X	BR	8
2	D091601096	AU	GGX5590	M	19	SI	X	BR	5
1	D091601097	AU	CIP6252	F	20	SI	X	BR	5
1	D091601098	MO	FAF0499	M	38	SI	X	BR	5
2	D091601098	AU	FIM0955	F	50	SI	X	BR	8
1	D091601099	MO	       	X	SI	SI	X	BR	8
1	D091601100	MO	GBI5330	M	22	SI	X	BR	5
2	D091601100	AU	CFQ9589	M	34	SI	X	BR	3
1	D091601101	MO	EQR5570	M	35	SI	X	BR	5
2	D091601101	AU	PWQ8176	F	41	SI	X	BR	7
1	D091601102	MO	EXK8694	M	28	SI	X	BR	5
2	D091601102	CM	FTN9302	M	54	SI	X	BR	3
1	D091601103	AU	FGE7587	M	40	SI	X	BR	8
2	D091601103	AU	GUP0318	M	47	SI	X	BR	5
1	D091601104	MO	FAV3537	M	26	HA	X	BR	5
1	D091601105	MO	       	M	41	SI	X	BR	3
2	D091601105	AU	       	F	34	SI	X	BR	7
1	D091601106	MO	EXJ1726	M	40	SI	X	BR	5
2	D091601106	BI	       	M	53	NE	X	BR	7
1	D091601107	AU	COV3767	M	59	SI	X	BR	3
2	D091601107	ON	EZL3808	M	24	SI	X	BR	8
1	D091601108	MO	DAA3089	M	13	IN	X	BR	3
2	D091601108	AU	EEF9260	M	21	SI	X	BR	5
1	D091601109	ON	ELW3409	M	SI	SI	X	BR	8
1	D091601110	AU	EZL8036	M	SI	SI	X	BR	8
2	D091601110	AU	EVL6073	F	23	SI	X	BR	7
1	D091601111	MO	DGS4674	M	24	SI	X	BR	3
2	D091601111	AU	OPF3062	M	SI	SI	X	BR	8
1	D091601112	OU	       	X	SI	SI	X	BR	8
1	D091601113	MO	ESE5450	M	28	SI	X	BR	5
2	D091601113	AU	EUB2760	M	46	SI	X	BR	3
1	D091601114	AU	JHZ9996	M	SI	SI	X	BR	8
1	D091601115	MO	EJR1712	M	SI	SI	X	BR	8
1	D091601116	MO	DZR2093	M	29	SI	X	BR	5
2	D091601116	AU	ENK5451	F	23	SI	X	BR	5
1	D091601117	AU	       	X	SI	SI	X	BR	7
1	D091601118	MO	DZT4830	M	34	SI	X	BR	5
2	D091601118	AU	EBD1722	M	37	SI	X	BR	5
1	D091601119	AU	MKM8223	F	35	SI	X	BR	8
2	D091601119	BI	       	M	49	NE	X	BR	8
1	D091601120	AU	DJM8480	M	44	HA	X	BR	5
2	D091601120	AU	AKE1330	M	36	SI	X	BR	5
1	D091601121	CM	FLM0425	M	55	SI	X	BR	7
1	D091601122	MO	HLD1158	M	21	SI	X	BR	7
2	D091601122	SI	       	X	SI	SI	X	BR	8
1	D091601123	AU	DEB4780	X	SI	SI	X	BR	8
2	D091601123	MO	       	M	24	SI	X	BR	8
1	D091601124	AU	EFU1827	M	SI	SI	X	BR	8
2	D091601124	AU	NZL6160	X	SI	SI	X	BR	8
1	D091601125	MO	EXB2457	M	26	SI	X	BR	3
1	D091601126	AU	EZC2381	M	51	SI	X	BR	7
2	D091601126	AU	EUS4145	M	SI	SI	X	BR	8
1	D091601127	AU	ENS9651	F	27	SI	X	BR	5
2	D091601127	MO	       	M	27	SI	X	BR	3
1	D091601128	AU	BWU1515	M	29	SI	X	BR	5
1	D091601129	ON	       	X	53	SI	X	BR	3
1	D091601130	AU	ELQ7953	M	64	SI	X	BR	5
2	D091601130	AU	FJO4650	M	30	SI	X	BR	6
3	D091601130	AU	DIO0463	M	30	IN	X	BR	3
1	D091601131	ON	DTC8442	M	47	SI	X	BR	5
1	D091601132	MO	DGS6010	M	22	SI	X	BR	4
2	D091601132	CM	EZC2683	M	19	SI	X	BR	5
1	D091601133	AU	FIC6917	F	33	SI	X	BR	7
2	D091601133	AU	PXE5973	M	22	SI	X	BR	3
1	D091601134	MO	ESB1429	M	18	SI	X	BR	5
2	D091601134	AU	EUK5807	M	35	SI	X	BR	4
1	D091601135	MO	EXA8452	M	53	SI	X	BR	3
1	D091601136	MO	DGH4208	M	23	SI	X	BR	3
1	D091601137	MO	EXK6081	M	46	SI	X	BR	5
1	D091601138	AU	MLD8906	M	20	SI	X	BR	3
2	D091601138	ON	ELQ8548	M	63	SI	X	BR	5
1	D091601139	MO	BYZ0797	M	41	SI	X	BR	5
2	D091601139	CM	FBT0612	M	36	SI	X	BR	5
1	D091601140	AU	CVM3889	M	22	SI	X	BR	7
1	D091601141	SI	       	X	SI	SI	X	BR	8
1	D091601142	AU	DXT2531	M	SI	NE	X	BR	8
1	D091601143	MO	DQU3630	M	35	SI	X	BR	5
2	D091601143	AU	OVA7512	M	51	SI	X	BR	7
1	D091601144	MO	EXC2952	M	25	SI	X	BR	3
2	D091601144	AU	HLX9408	M	63	SI	X	BR	5
1	D091601145	AU	DMN4235	X	SI	SI	X	BR	8
2	D091601145	MO	       	M	41	SI	X	BR	2
1	D091601146	MO	       	X	SI	SI	X	BR	8
1	D091601147	MO	DOP7566	M	28	SI	X	BR	5
2	D091601147	AU	OWX7788	F	44	SI	X	BR	8
1	D091601148	AU	FXY4280	M	25	HA	X	BR	5
2	D091601148	AU	FNN2228	M	22	HA	X	BR	8
